row_idx,tweet,gt_target,gt_stance,gt_prediction,similar_target,sim_prediction,ESS,CED,TFR
38,"Homosexuals do not make good parents because they are not differentiated role-models - Children benefit from a balance of male and female, differentiated role models. The unique characteristics of men and women are important to impart on children. Same-sex marriage fundamentally undermines this balanced approach to child-rearing.",gay rights,AGAINST,AGAINST,Same-sex marriage,AGAINST,0.0,1.0,0.0
38,"Homosexuals do not make good parents because they are not differentiated role-models - Children benefit from a balance of male and female, differentiated role models. The unique characteristics of men and women are important to impart on children. Same-sex marriage fundamentally undermines this balanced approach to child-rearing.",gay rights,AGAINST,AGAINST,Same-sex marriage,AGAINST,0.0,1.0,0.0
38,"Homosexuals do not make good parents because they are not differentiated role-models - Children benefit from a balance of male and female, differentiated role models. The unique characteristics of men and women are important to impart on children. Same-sex marriage fundamentally undermines this balanced approach to child-rearing.",gay rights,AGAINST,AGAINST,Homosexuals,AGAINST,0.0,1.0,0.0
39,"I agree that it is slowly falling apart. There is no evidence that we come from monkeys which come from worms which come from slime. Where are the transitional fossils? Common sense also says that the universe is too complex to have come about by chance, and that nothing puts itself together.",creationism,FAVOR,AGAINST,Evolution,AGAINST,0.0,1.0,0.0
39,"I agree that it is slowly falling apart. There is no evidence that we come from monkeys which come from worms which come from slime. Where are the transitional fossils? Common sense also says that the universe is too complex to have come about by chance, and that nothing puts itself together.",creationism,FAVOR,AGAINST,transitional fossils,AGAINST,0.0,1.0,0.0
39,"I agree that it is slowly falling apart. There is no evidence that we come from monkeys which come from worms which come from slime. Where are the transitional fossils? Common sense also says that the universe is too complex to have come about by chance, and that nothing puts itself together.",creationism,FAVOR,AGAINST,transitional fossils,AGAINST,0.0,1.0,0.0
40,"I am a Christian, and I do believe in evolution because there are quite an amount of amazing proofs for it. Evolution does not contradict the idea of God's creation, since the Bible employs metaphorical descriptions and it is very possible that the days are not actually days, but million of years.",creationism,AGAINST,AGAINST,Evolution,AGAINST,0.0,1.0,0.0
40,"I am a Christian, and I do believe in evolution because there are quite an amount of amazing proofs for it. Evolution does not contradict the idea of God's creation, since the Bible employs metaphorical descriptions and it is very possible that the days are not actually days, but million of years.",creationism,AGAINST,AGAINST,evolution,AGAINST,0.0,1.0,0.0
40,"I am a Christian, and I do believe in evolution because there are quite an amount of amazing proofs for it. Evolution does not contradict the idea of God's creation, since the Bible employs metaphorical descriptions and it is very possible that the days are not actually days, but million of years.",creationism,AGAINST,AGAINST,Evolution,AGAINST,0.0,1.0,0.0
41,"I believe Evolution is correct, and what's up with this lack of understanding that evolution is a sloooooooow process? With the making everything is 6 days and resting on the seventh , which conveniently happens to be a week. A week is a man-made structure, created by the babylonians I think.",creationism,AGAINST,AGAINST,Creationism,AGAINST,0.0,1.0,0.0
41,"I believe Evolution is correct, and what's up with this lack of understanding that evolution is a sloooooooow process? With the making everything is 6 days and resting on the seventh , which conveniently happens to be a week. A week is a man-made structure, created by the babylonians I think.",creationism,AGAINST,AGAINST,Evolution,AGAINST,0.0,1.0,0.0
41,"I believe Evolution is correct, and what's up with this lack of understanding that evolution is a sloooooooow process? With the making everything is 6 days and resting on the seventh , which conveniently happens to be a week. A week is a man-made structure, created by the babylonians I think.",creationism,AGAINST,AGAINST,evolution,AGAINST,0.0,1.0,0.0
42,"I believe evolution did occur, but GOD created it. AFRAID? HAHAHAHA Have you read any of my other comments? Obv. Not I don't care what people think of me on the internet!",creationism,FAVOR,AGAINST,Evolution,AGAINST,0.0,1.0,0.0
